fv_stats_with_gp,"          Mean  Std Error       LCB       UCB
0.50  0.084375   0.000088  0.078564  0.090186
0.05  0.300000   0.001111  0.279340  0.320660
0.01  0.300000   0.001111  0.279340  0.320660"
fv_stats_wo_gp,"                                   Mean  Std Error      LCB      UCB
Classified Regions only             0.0   0.000000  0.00000  0.00000
Unclassified Regions only           0.3   0.001111  0.27934  0.32066
Classified + Unclassified Regions   0.3   0.001111  0.27934  0.32066"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,6.8
first_falsification_median,5.0
first_falsification_min,1
first_falsification_max,21
falsification_rate,10
best_robustness,-1.2893847509395364
first_falsification_point,"[array([5, array([0.14565243, 0.51813864, 0.00975317]),
       -0.03845653462409973], dtype=object), array([9, array([0.09220117, 0.49283037, 0.4682417 ]),
       -0.05087166059017181], dtype=object), array([21, array([0.14479214, 0.46934577, 0.0601867 ]),
       -0.04493561911582947], dtype=object), array([2, array([0.0767875 , 0.55023011, 0.71183383]),
       -0.11644347262278809], dtype=object), array([6, array([0.07553695, 0.50235996, 0.84192261]),
       -0.048362990498542785], dtype=object), array([5, array([0.14086782, 0.47610696, 0.77774523]),
       -0.0673623161577448], dtype=object), array([3, array([0.05071872, 0.46755898, 1.01893576]),
       -0.04763365316390991], dtype=object), array([1, array([0.14810053, 0.57347514, 0.32935152]),
       -0.04354367184638977], dtype=object), array([13, array([0.05861975, 0.45875408, 0.00377752]),
       -0.04992591369152069], dtype=object), array([3, array([0.05409762, 0.44547702, 0.58207055]),
       -0.05059327709674835], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([1628, array([0.10865452, 0.58718871, 1.22498509]),
       -1.0024212908736185], dtype=object), array([759, array([0.14967817, 0.52146248, 0.77224771]),
       -0.5773385587480306], dtype=object), array([1027, array([0.11835351, 0.50350065, 1.15228412]),
       -1.2893847509395364], dtype=object), array([656, array([0.11162039, 0.55339428, 1.20062207]),
       -1.1055532462218776], dtype=object), array([987, array([0.05355487, 0.56944684, 0.70867249]),
       -0.9737403392791748], dtype=object), array([1736, array([0.13888   , 0.50640212, 0.7614223 ]),
       -0.9101454019546509], dtype=object), array([245, array([0.07617385, 0.58488097, 0.73189891]),
       -0.38571266853442343], dtype=object), array([1170, array([0.07071632, 0.45468739, 0.71408322]),
       -1.110891342163086], dtype=object), array([616, array([0.13435012, 0.52653234, 0.75885637]),
       -1.2786948680877686], dtype=object), array([1469, array([0.10873977, 0.4667701 , 0.74171126]),
       -0.5660907160056221], dtype=object)]"
simulation_time_history,"[153.4411914627999, 153.51002671942115, 156.0276702893898, 148.91945516131818, 147.01801242586225, 144.9577496033162, 165.93206266872585, 153.36615303717554, 149.06012601964176, 165.2149043828249]"
non_simulation_time_history,"[2411.7100332938135, 1897.7044066358358, 1889.5053282920271, 2376.751275711693, 2349.835802529007, 2385.181290201843, 1896.9937549335882, 1904.991912974976, 2360.7957775192335, 1976.6888403920457]"
total_time_history,"[2565.1512247566134, 2051.214433355257, 2045.532998581417, 2525.670730873011, 2496.8538149548694, 2530.139039805159, 2062.925817602314, 2058.3580660121515, 2509.8559035388753, 2141.9037447748706]"
mean_simulation_time,153.74473517704754
mean_non_simulation_time,2145.0158422484064
mean_total_time,2298.760577425454
