fv_stats_with_gp,"          Mean     Std Error       LCB       UCB
0.50  0.994411  5.671778e-06  0.992935  0.995887
0.05  0.999912  4.277954e-09  0.999871  0.999952
0.01  0.999989  1.120621e-10  0.999983  0.999996"
fv_stats_wo_gp,"                                       Mean     Std Error       LCB       UCB
Classified Regions only            0.179688  9.208171e-03  0.120212  0.239163
Unclassified Regions only          1.000000  2.328235e-33  1.000000  1.000000
Classified + Unclassified Regions  1.179688  9.208171e-03  1.120212  1.239163"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,1.0
first_falsification_median,1.0
first_falsification_min,1
first_falsification_max,1
falsification_rate,10
best_robustness,-1.1486073190769752
first_falsification_point,"[array([1, array([0.11026   , 0.46175647, 4.95568701]),
       -0.7963963499417939], dtype=object), array([1, array([0.09982986, 0.59474648, 5.07849865]),
       -0.7355462860538358], dtype=object), array([1, array([0.14887587, 0.53675274, 3.63239232]),
       -0.8977362087604821], dtype=object), array([1, array([0.10271789, 0.51932714, 8.22706225]),
       -0.8192677260949717], dtype=object), array([1, array([0.05104811, 0.54037578, 6.37771009]),
       -0.6773818949622019], dtype=object), array([1, array([0.11573331, 0.50364886, 2.596787  ]),
       -0.8296664215100649], dtype=object), array([1, array([0.09760113, 0.55338399, 6.45933351]),
       -0.8198064331670973], dtype=object), array([1, array([0.14810053, 0.57347514, 0.32935152]),
       -0.04631890881061554], dtype=object), array([1, array([0.1152693 , 0.41862855, 2.33685757]), -0.887014157533103],
      dtype=object), array([1, array([0.13629748, 0.51555361, 8.88009565]),
       -0.7809913357626357], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([40, array([0.14021536, 0.56224361, 9.50268205]),
       -1.1186979789479121], dtype=object), array([634, array([0.1243158 , 0.54223825, 9.51805513]),
       -1.1154176048110913], dtype=object), array([171, array([0.12970231, 0.53634564, 6.0787084 ]),
       -1.0889870692295398], dtype=object), array([595, array([0.12577579, 0.53870327, 9.44750925]),
       -1.1055911300309527], dtype=object), array([2000, array([0.12972001, 0.59012665, 8.04827948]),
       -1.1184298568749491], dtype=object), array([559, array([0.14509973, 0.56531306, 6.48572485]),
       -1.097464669983978], dtype=object), array([960, array([0.12550865, 0.49032138, 8.70761219]),
       -1.1170749692269868], dtype=object), array([458, array([0.14453979, 0.50567891, 8.84201042]),
       -1.1486073190769752], dtype=object), array([1792, array([0.14919028, 0.56467381, 6.07751084]),
       -1.087829586847136], dtype=object), array([116, array([0.11821526, 0.50104808, 8.53012421]),
       -1.0673509789340794], dtype=object)]"
simulation_time_history,"[76.65931811369956, 76.70013744570315, 79.23286597477272, 79.8874661126174, 77.10003997059539, 76.77766351448372, 76.55262646451592, 77.2725581517443, 78.39399717422202, 76.61217942135409]"
non_simulation_time_history,"[607.6221621185541, 715.0907810311764, 3595.6129591180943, 3695.3767346879467, 221.1215650155209, 225.08928472874686, 236.43337423028424, 266.87254554219544, 2375.871707053855, 198.1340217445977]"
total_time_history,"[684.2814802322537, 791.7909184768796, 3674.845825092867, 3775.264200800564, 298.2216049861163, 301.8669482432306, 312.98600069480017, 344.14510369393975, 2454.265704228077, 274.7462011659518]"
mean_simulation_time,77.51888523437083
mean_non_simulation_time,1213.7225135270971
mean_total_time,1291.241398761468
