fv_stats_with_gp,"          Mean  Std Error       LCB       UCB
0.50  0.002421   0.000003  0.001306  0.003535
0.05  0.035909   0.000356  0.024208  0.047610
0.01  0.659390   0.019719  0.572356  0.746424"
fv_stats_wo_gp,"                                       Mean  Std Error       LCB       UCB
Classified Regions only            0.000000   0.000000  0.000000  0.000000
Unclassified Regions only          0.023828   0.000271  0.013617  0.034039
Classified + Unclassified Regions  0.023828   0.000271  0.013617  0.034039"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,6.4
first_falsification_median,5.0
first_falsification_min,2
first_falsification_max,12
falsification_rate,10
best_robustness,-1.1953721046447754
first_falsification_point,"[array([12,
       array([-1.75776728e+00,  1.73812491e-03,  1.46737311e-01, -2.92802522e-02,
               1.46259318e-01,  5.60095069e-01,  9.84851230e-01])                ,
       -0.04741409945487976], dtype=object), array([3,
       array([-1.45896877, -0.00585989, -0.14087582, -0.02352238,  0.13162664,
               0.41866252,  0.29562092])                                      ,
       -0.0431056969165802], dtype=object), array([3,
       array([ 0.71270835, -0.01809158, -0.18469022,  0.02759472,  0.12998468,
               0.58608764,  0.5838677 ])                                      ,
       -0.04437152075767517], dtype=object), array([8,
       array([ 0.36453154, -0.00930156,  0.1009402 ,  0.0459558 ,  0.05397493,
               0.58128139,  0.72368578])                                      ,
       -0.043478166341781616], dtype=object), array([5,
       array([-0.60560703,  0.02592777, -0.16401512,  0.04830416,  0.10106054,
               0.57260012,  0.83597322])                                      ,
       -0.05094840157032013], dtype=object), array([2,
       array([-0.37742156, -0.02682188,  0.17370663, -0.01818949,  0.07372949,
               0.46433908,  0.01336978])                                      ,
       -0.047738497734069824], dtype=object), array([5,
       array([ 0.18191922, -0.0044103 , -0.14492185, -0.02704791,  0.09696587,
               0.50862987,  0.10701414])                                      ,
       -0.0404155455827713], dtype=object), array([12,
       array([ 1.65999852, -0.01591219, -0.00508503, -0.04126985,  0.11688153,
               0.53293209,  0.14525536])                                      ,
       -0.04644237983226776], dtype=object), array([3,
       array([ 0.1326808 ,  0.04926038,  0.03382039, -0.01430575,  0.06524794,
               0.51470859,  0.08656492])                                      ,
       -0.04427567648887634], dtype=object), array([11,
       array([-0.90327741,  0.03744886, -0.04108262,  0.00443594,  0.14365202,
               0.48981668,  0.48974679])                                      ,
       -0.047843297600746154], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([766,
       array([ 0.60450823, -0.00202703,  0.0130621 , -0.04201116,  0.1084663 ,
               0.47706348,  0.94802128])                                      ,
       -0.31343353431989285], dtype=object), array([968,
       array([-1.65553363,  0.02769545,  0.05708982,  0.04863382,  0.14467307,
               0.49373396,  0.76494196])                                      ,
       -0.7805190086364746], dtype=object), array([1133,
       array([0.92173614, 0.03770784, 0.07876421, 0.02514318, 0.12271203,
              0.51716572, 0.74777193])                                   ,
       -0.37265193379777717], dtype=object), array([189,
       array([ 0.55404557, -0.0306168 ,  0.02128338,  0.01262141,  0.09852614,
               0.47957003,  0.73599548])                                      ,
       -0.3357999324798584], dtype=object), array([296,
       array([ 0.81909302, -0.03987882,  0.11605034,  0.03786798,  0.09527699,
               0.5578937 ,  0.7359304 ])                                      ,
       -0.7540481090545654], dtype=object), array([84,
       array([-0.81323042, -0.00222504, -0.01321853, -0.02491024,  0.12542159,
               0.45169703,  0.80200987])                                      ,
       -1.1953721046447754], dtype=object), array([827,
       array([-0.333032  ,  0.0416921 , -0.15306283, -0.04350618,  0.09438391,
               0.51281472,  0.62501444])                                      ,
       -0.671067476272583], dtype=object), array([338,
       array([ 0.80370958,  0.02353275,  0.10329475, -0.04835033,  0.14520295,
               0.48936969,  0.76614375])                                      ,
       -0.5009319720970495], dtype=object), array([987,
       array([-1.65124841,  0.03166138,  0.00907822, -0.01050023,  0.0857835 ,
               0.46578491,  0.61669555])                                      ,
       -0.1958678960800171], dtype=object), array([1336,
       array([-1.18018407, -0.01307495, -0.17917243,  0.0249743 ,  0.12765293,
               0.59369631,  0.65415876])                                      ,
       -0.7778626680374146], dtype=object)]"
simulation_time_history,"[212.10017080046237, 222.59203698299825, 215.20768884941936, 222.46180248772725, 221.9921938823536, 220.3881915421225, 222.90663607185706, 222.18214849056676, 219.8867187886499, 219.55610475549474]"
non_simulation_time_history,"[5456.287922640331, 82.94828901393339, 3501.0887557165697, 84.3062213184312, 82.59732689056545, 82.16704185074195, 82.90786392241716, 81.8020063014701, 82.51179058942944, 82.455249233637]"
total_time_history,"[5668.388093440793, 305.54032599693164, 3716.296444565989, 306.76802380615845, 304.58952077291906, 302.55523339286447, 305.81449999427423, 303.98415479203686, 302.3985093780793, 302.01135398913175]"
mean_simulation_time,219.92736926516517
mean_non_simulation_time,961.9072467477527
mean_total_time,1181.8346160129179
