fv_stats_with_gp,"          Mean  Std Error       LCB       UCB
0.50  0.038541   0.000020  0.035781  0.041300
0.05  0.092052   0.000323  0.080919  0.103185
0.01  0.107441   0.000344  0.095952  0.118930"
fv_stats_wo_gp,"                                       Mean  Std Error       LCB      UCB
Classified Regions only            0.000000   0.000000  0.000000  0.00000
Unclassified Regions only          0.051562   0.001183  0.030245  0.07288
Classified + Unclassified Regions  0.051562   0.001183  0.030245  0.07288"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,10.1
first_falsification_median,7.5
first_falsification_min,1
first_falsification_max,21
falsification_rate,10
best_robustness,-1.3691108226776123
first_falsification_point,"[array([5, array([0.14565243, 0.51813864, 0.00975317]),
       -0.038039719343185424], dtype=object), array([9, array([0.09220117, 0.49283037, 0.4682417 ]),
       -0.04072250950336456], dtype=object), array([21, array([0.14479214, 0.46934577, 0.0601867 ]),
       -0.04196996021270752], dtype=object), array([2, array([0.0767875 , 0.55023011, 0.71183383]),
       -0.04382095265388489], dtype=object), array([21, array([0.11813832, 0.4252986 , 0.22201209]),
       -0.05208410847187042], dtype=object), array([6, array([0.09101595, 0.58739286, 0.11934974]),
       -0.04055454361438751], dtype=object), array([20, array([0.07012016, 0.48961601, 0.0930041 ]),
       -0.046877002000808715], dtype=object), array([1, array([0.14810053, 0.57347514, 0.32935152]),
       -0.04631890881061554], dtype=object), array([13, array([0.05861975, 0.45875408, 0.00377752]),
       -0.04973421025276184], dtype=object), array([3, array([0.05409762, 0.44547702, 0.58207055]),
       -0.0429368816614151], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([1376, array([0.05538759, 0.55377311, 0.61005547]),
       -1.3691108226776123], dtype=object), array([1607, array([0.09634393, 0.51920202, 0.62972227]),
       -0.30923235416412354], dtype=object), array([1365, array([0.05714889, 0.40087947, 9.778749  ]),
       -0.30060386657714844], dtype=object), array([902, array([0.06759148, 0.47391569, 9.97670854]),
       -0.240800142288208], dtype=object), array([129, array([0.07452343, 0.4216261 , 9.9514651 ]),
       -0.2754477262496948], dtype=object), array([721, array([0.13547363, 0.44001215, 0.6368934 ]),
       -0.8092116117477417], dtype=object), array([1215, array([0.12825468, 0.55412335, 0.64651218]),
       -0.28461166822383976], dtype=object), array([1291, array([0.07467588, 0.57864142, 0.62550772]),
       -0.4768838882446289], dtype=object), array([34, array([0.10185199, 0.49574079, 9.80664405]),
       -0.20446836948394775], dtype=object), array([700, array([0.05966691, 0.53786067, 0.60957428]),
       -0.5732606649398804], dtype=object)]"
simulation_time_history,"[163.89113825559616, 197.9783209245652, 226.0638855881989, 225.01448083110154, 226.35467825178057, 228.67164839431643, 226.18415961321443, 225.0544705647044, 225.28649197006598, 223.81225869292393]"
non_simulation_time_history,"[2554.576699757483, 2357.3887212984264, 95.74044957151636, 95.71345699811354, 98.10529871704057, 92.8903038376011, 99.01800801977515, 92.60356066608801, 91.40995315369219, 90.57957185292616]"
total_time_history,"[2718.467838013079, 2555.3670422229916, 321.80433515971527, 320.7279378292151, 324.45997696882114, 321.56195223191753, 325.2021676329896, 317.6580312307924, 316.69644512375817, 314.3918305458501]"
mean_simulation_time,216.83115330864675
mean_non_simulation_time,566.8026023872662
mean_total_time,783.633755695913
