fv_stats_with_gp,"          Mean  Std Error       LCB       UCB
0.50  0.047517   0.000298  0.036821  0.058214
0.05  0.179206   0.001479  0.155374  0.203039
0.01  0.265442   0.001457  0.241785  0.289100"
fv_stats_wo_gp,"                                       Mean  Std Error       LCB      UCB
Classified Regions only            0.000000   0.000000  0.000000  0.00000
Unclassified Regions only          0.629687   0.003787  0.591545  0.66783
Classified + Unclassified Regions  0.629687   0.003787  0.591545  0.66783"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,7.0
first_falsification_median,6.5
first_falsification_min,2
first_falsification_max,12
falsification_rate,10
best_robustness,-1.0449397563934326
first_falsification_point,"[array([12,
       array([-1.75776728e+00,  1.73812491e-03,  1.46737311e-01, -2.92802522e-02,
               1.46259318e-01,  5.60095069e-01,  9.84851230e-01])                ,
       -0.046769683837890624], dtype=object), array([3,
       array([-1.45896877, -0.00585989, -0.14087582, -0.02352238,  0.13162664,
               0.41866252,  0.29562092])                                      ,
       -0.0431056969165802], dtype=object), array([3,
       array([ 0.71270835, -0.01809158, -0.18469022,  0.02759472,  0.12998468,
               0.58608764,  0.5838677 ])                                      ,
       -0.04437152075767517], dtype=object), array([8,
       array([ 0.36453154, -0.00930156,  0.1009402 ,  0.0459558 ,  0.05397493,
               0.58128139,  0.72368578])                                      ,
       -0.05226842093467712], dtype=object), array([11,
       array([-0.2648806 , -0.01681624,  0.07248681, -0.02696128,  0.12083109,
               0.50626123,  0.05316718])                                      ,
       -0.04618096876144409], dtype=object), array([2,
       array([-0.37742156, -0.02682188,  0.17370663, -0.01818949,  0.07372949,
               0.46433908,  0.01336978])                                      ,
       -0.047738497734069824], dtype=object), array([5,
       array([ 0.18191922, -0.0044103 , -0.14492185, -0.02704791,  0.09696587,
               0.50862987,  0.10701414])                                      ,
       -0.0404155455827713], dtype=object), array([12,
       array([ 1.65999852, -0.01591219, -0.00508503, -0.04126985,  0.11688153,
               0.53293209,  0.14525536])                                      ,
       -0.038915937423706054], dtype=object), array([3,
       array([ 0.1326808 ,  0.04926038,  0.03382039, -0.01430575,  0.06524794,
               0.51470859,  0.08656492])                                      ,
       -0.04427567648887634], dtype=object), array([11,
       array([-0.90327741,  0.03744886, -0.04108262,  0.00443594,  0.14365202,
               0.48981668,  0.48974679])                                      ,
       -0.047843297600746154], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([1591,
       array([ 1.38046986, -0.02983875,  0.19082928,  0.0164818 ,  0.13690539,
               0.55426838,  0.96783984])                                      ,
       -0.5235393204294376], dtype=object), array([1587,
       array([ 0.21539059,  0.01957863, -0.05958466,  0.02010693,  0.14607119,
               0.53014957,  0.65412067])                                      ,
       -0.43874026972182234], dtype=object), array([674,
       array([-0.23348775, -0.01360739,  0.13306122,  0.02030981,  0.0711725 ,
               0.43562671,  0.71361735])                                      ,
       -0.6337313652038574], dtype=object), array([1014,
       array([ 0.        , -0.00386098,  0.        ,  0.        ,  0.1       ,
               0.5       ,  0.73995091])                                      ,
       -0.21195805072784424], dtype=object), array([285,
       array([-1.08667245, -0.01009578, -0.11440375,  0.01231314,  0.10977472,
               0.4       ,  9.81694762])                                      ,
       -0.2241758108139038], dtype=object), array([1339,
       array([ 1.91993840e+00,  3.63150594e-02, -1.08184158e-01,  6.26504177e-04,
               1.47744046e-01,  4.87591576e-01,  6.51774641e-01])                ,
       -0.2911275625228882], dtype=object), array([407,
       array([-1.69609599,  0.04279763,  0.14149448,  0.00406113,  0.0500382 ,
               0.45608308,  0.70049372])                                      ,
       -1.0449397563934326], dtype=object), array([308,
       array([ 0.89337091,  0.03192093, -0.07743633, -0.04303184,  0.09326734,
               0.41479971, 10.        ])                                      ,
       -0.22789382934570312], dtype=object), array([119,
       array([-2.        , -0.03065349,  0.00878742, -0.01414221,  0.14086944,
               0.6       ,  0.77203357])                                      ,
       -0.3518263101577759], dtype=object), array([496,
       array([ 0.7597078 , -0.02314584, -0.14245561, -0.02105933,  0.08995217,
               0.47874973,  0.61937291])                                      ,
       -0.5228393077850342], dtype=object)]"
simulation_time_history,"[140.50860590068623, 132.40723324054852, 132.1646532579325, 143.64723159838468, 134.18267041025683, 140.4516843254678, 139.05870683584362, 128.13746444508433, 140.9462801828049, 136.89852871838957]"
non_simulation_time_history,"[3895.4092471492477, 4424.023666592315, 4362.654592508916, 3965.8039559377357, 4665.300370819867, 4764.5593779226765, 3873.8842217531055, 5067.2883066907525, 3994.085577656515, 5143.253149136901]"
total_time_history,"[4035.917853049934, 4556.430899832863, 4494.819245766848, 4109.45118753612, 4799.4830412301235, 4905.011062248144, 4012.942928588949, 5195.425771135837, 4135.03185783932, 5280.1516778552905]"
mean_simulation_time,136.8403058915399
mean_non_simulation_time,4415.626246616803
mean_total_time,4552.466552508343
