fv_stats_with_gp,"          Mean     Std Error       LCB       UCB
0.50  0.000038  1.429785e-09  0.000014  0.000061
0.05  0.013344  1.684118e-04  0.005301  0.021387
0.01  0.404254  1.457787e-02  0.329420  0.479087"
fv_stats_wo_gp,"                                       Mean  Std Error       LCB      UCB
Classified Regions only            0.000000   0.000000  0.000000  0.00000
Unclassified Regions only          0.015381   0.000219  0.006212  0.02455
Classified + Unclassified Regions  0.015381   0.000219  0.006212  0.02455"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,7.5
first_falsification_median,6.5
first_falsification_min,2
first_falsification_max,17
falsification_rate,10
best_robustness,-1.2133393287658691
first_falsification_point,"[array([17,
       array([0.65816188, 0.04164759, 0.19348024, 0.03477958, 0.09727062,
              0.49107681, 0.2804515 ])                                   ,
       -0.04937844502925873], dtype=object), array([3,
       array([-1.45896877, -0.00585989, -0.14087582, -0.02352238,  0.13162664,
               0.41866252,  0.29562092])                                      ,
       -0.0431056969165802], dtype=object), array([3,
       array([ 0.71270835, -0.01809158, -0.18469022,  0.02759472,  0.12998468,
               0.58608764,  0.5838677 ])                                      ,
       -0.04437152075767517], dtype=object), array([8,
       array([ 0.36453154, -0.00930156,  0.1009402 ,  0.0459558 ,  0.05397493,
               0.58128139,  0.72368578])                                      ,
       -0.07589256763458252], dtype=object), array([11,
       array([-0.2648806 , -0.01681624,  0.07248681, -0.02696128,  0.12083109,
               0.50626123,  0.05316718])                                      ,
       -0.04618096876144409], dtype=object), array([2,
       array([-0.37742156, -0.02682188,  0.17370663, -0.01818949,  0.07372949,
               0.46433908,  0.01336978])                                      ,
       -0.047738497734069824], dtype=object), array([5,
       array([ 0.18191922, -0.0044103 , -0.14492185, -0.02704791,  0.09696587,
               0.50862987,  0.10701414])                                      ,
       -0.0404155455827713], dtype=object), array([12,
       array([ 1.65999852, -0.01591219, -0.00508503, -0.04126985,  0.11688153,
               0.53293209,  0.14525536])                                      ,
       -0.038915937423706054], dtype=object), array([3,
       array([ 0.1326808 ,  0.04926038,  0.03382039, -0.01430575,  0.06524794,
               0.51470859,  0.08656492])                                      ,
       -0.04427567648887634], dtype=object), array([11,
       array([-0.90327741,  0.03744886, -0.04108262,  0.00443594,  0.14365202,
               0.48981668,  0.48974679])                                      ,
       -0.047843297600746154], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([1294,
       array([-0.765052  , -0.04922642,  0.01136367, -0.02056354,  0.06340676,
               0.42329147,  9.36118931])                                      ,
       -0.21985483169555664], dtype=object), array([968,
       array([-1.65553363,  0.02769545,  0.05708982,  0.04863382,  0.14467307,
               0.49373396,  0.76494196])                                      ,
       -0.8101056814193726], dtype=object), array([1709,
       array([ 1.73878115,  0.01459712,  0.08092778, -0.00806826,  0.06953612,
               0.53170881,  0.71679225])                                      ,
       -1.2133393287658691], dtype=object), array([1199,
       array([-1.82942185, -0.01151946,  0.07610009, -0.03335547,  0.08800111,
               0.57045577,  0.72824495])                                      ,
       -0.503227753903893], dtype=object), array([296,
       array([ 0.81909302, -0.03987882,  0.11605034,  0.03786798,  0.09527699,
               0.5578937 ,  0.7359304 ])                                      ,
       -0.7835832834243774], dtype=object), array([469,
       array([ 0.11421282,  0.01797887, -0.00605236,  0.0138308 ,  0.05839787,
               0.5465791 ,  0.71284293])                                      ,
       -0.5257432460784912], dtype=object), array([827,
       array([-0.333032  ,  0.0416921 , -0.15306283, -0.04350618,  0.09438391,
               0.51281472,  0.62501444])                                      ,
       -0.671067476272583], dtype=object), array([338,
       array([ 0.80370958,  0.02353275,  0.10329475, -0.04835033,  0.14520295,
               0.48936969,  0.76614375])                                      ,
       -0.5270266532897949], dtype=object), array([808,
       array([ 2.99820046e-01,  5.85986663e-03, -8.02830828e-02, -4.65943292e-02,
               7.34285025e-02,  4.03587140e-01,  9.18748104e+00])                ,
       -0.21963727474212646], dtype=object), array([1545,
       array([ 0.28929757,  0.03916131,  0.07749027, -0.03191247,  0.05109478,
               0.46456594,  0.70036858])                                      ,
       -0.39912665954526805], dtype=object)]"
simulation_time_history,"[218.5764249083586, 226.43935683974996, 226.84450564347208, 225.17139438912272, 225.4334385455586, 227.59816595260054, 224.8711698516272, 232.03282323898748, 226.54015637608245, 228.02318995259702]"
non_simulation_time_history,"[6988.11866067769, 90.65929806046188, 83.29026208631694, 86.7833195598796, 88.48266914254054, 100.69655490666628, 86.86882585147396, 88.70394448703155, 84.33906157081947, 3772.936083616223]"
total_time_history,"[7206.695085586049, 317.09865490021184, 310.134767729789, 311.9547139490023, 313.91610768809915, 328.2947208592668, 311.73999570310116, 320.736767726019, 310.8792179469019, 4000.95927356882]"
mean_simulation_time,226.15306256981566
mean_non_simulation_time,1147.0878679959103
mean_total_time,1373.240930565726
