fv_stats_with_gp,"          Mean  Std Error       LCB       UCB
0.50  0.015791   0.000017  0.013257  0.018326
0.05  0.111293   0.000706  0.094828  0.127759
0.01  0.394396   0.006681  0.343737  0.445055"
fv_stats_wo_gp,"                                       Mean  Std Error       LCB       UCB
Classified Regions only            0.000000   0.000000  0.000000  0.000000
Unclassified Regions only          0.405469   0.020655  0.316393  0.494545
Classified + Unclassified Regions  0.405469   0.020655  0.316393  0.494545"
falsified_true,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
first_falsification_mean,10.7
first_falsification_median,8.0
first_falsification_min,2
first_falsification_max,23
falsification_rate,10
best_robustness,-1.5767510331026475
first_falsification_point,"[array([23,
       array([-1.79956806, -0.01419642, -0.03901905,  0.03107374,  0.11459087,
               0.59969391,  0.28820962])                                      ,
       -0.0486766003370285], dtype=object), array([4,
       array([-0.46456585,  0.02641539,  0.12345263, -0.04979883,  0.12241518,
               0.57736483,  0.92912876])                                      ,
       -0.043189724564552306], dtype=object), array([6,
       array([ 0.32361823, -0.04305574, -0.14920308, -0.00322729,  0.05839181,
               0.58435095,  0.18188009])                                      ,
       -0.04344626295566559], dtype=object), array([15,
       array([ 1.28545098, -0.01239077, -0.10035397, -0.00410859,  0.14830864,
               0.51252563,  0.5594061 ])                                      ,
       -0.04611836898326874], dtype=object), array([17,
       array([ 1.92304541, -0.03817275,  0.19972239, -0.02162894,  0.11625083,
               0.49040709,  0.22552758])                                      ,
       -0.040841256856918334], dtype=object), array([7,
       array([-0.78290733,  0.00630814, -0.06748843,  0.0409695 ,  0.12926286,
               0.47256543,  0.19937977])                                      ,
       -0.04375079798698425], dtype=object), array([20,
       array([-0.50695735,  0.01815258,  0.08458538,  0.00584512,  0.07715774,
               0.46778491,  0.4605174 ])                                      ,
       -0.04702592420578003], dtype=object), array([2,
       array([0.95423804, 0.03917899, 0.02988737, 0.04985689, 0.12248112,
              0.48633856, 0.56674971])                                   ,
       -0.041356926441192626], dtype=object), array([9,
       array([ 3.13334931e-01, -2.06538738e-02, -1.04332350e-01,  5.00262395e-04,
               8.39746953e-02,  4.30023781e-01,  6.03182326e-01])                ,
       -0.04213330674171448], dtype=object), array([4,
       array([-1.48773324,  0.02221115,  0.07414681, -0.00884516,  0.06459025,
               0.53614667,  0.40708881])                                      ,
       -0.04377480375766754], dtype=object)]"
non_falsification_points,[]
best_falsification_points,"[array([1274,
       array([ 0.59160383,  0.03704112, -0.02714753,  0.01508386,  0.08120182,
               0.59050392,  0.72663149])                                      ,
       -1.3777506351470947], dtype=object), array([1343,
       array([-1.55489895, -0.03044814,  0.12327154, -0.04381004,  0.13941656,
               0.57987492,  1.14337399])                                      ,
       -1.5767510331026475], dtype=object), array([542,
       array([-0.10580817,  0.01917029, -0.17380104, -0.03652543,  0.10318861,
               0.55936382,  0.98990057])                                      ,
       -1.4087897721709597], dtype=object), array([1046,
       array([-1.63223282, -0.00710553,  0.15475019, -0.04968584,  0.10231495,
               0.56757899,  1.10750431])                                      ,
       -1.5158307596824234], dtype=object), array([656,
       array([-0.94528166, -0.0389286 ,  0.15942717, -0.02096366,  0.08522592,
               0.56807217,  1.14192494])                                      ,
       -0.8722107401330097], dtype=object), array([1593,
       array([ 1.50662145, -0.04405601, -0.09207723,  0.04831153,  0.1265632 ,
               0.54608309,  0.6444962 ])                                      ,
       -0.2675611375698883], dtype=object), array([1745,
       array([-0.47577307, -0.00576197, -0.0726898 ,  0.03376585,  0.07782898,
               0.51587069,  0.61690001])                                      ,
       -1.0872564315795898], dtype=object), array([1389,
       array([-0.87512105,  0.00651054,  0.11427647, -0.04486505,  0.07301458,
               0.53763404,  0.72148564])                                      ,
       -0.5151125192642212], dtype=object), array([1502,
       array([1.74658154, 0.00337427, 0.02412174, 0.04425109, 0.10855187,
              0.56983364, 1.15827637])                                   ,
       -0.5088542633795166], dtype=object), array([1558,
       array([-1.80527774e+00,  1.06061909e-03, -5.92086104e-02, -1.25615288e-03,
               5.24499994e-02,  5.17578605e-01,  6.05322999e-01])                ,
       -0.4482916593551636], dtype=object)]"
simulation_time_history,"[174.99046185379848, 168.25582470744848, 200.9868172192946, 218.99521090835333, 219.0609258194454, 220.58810465736315, 220.9775323276408, 219.98789764288813, 219.13479499379173, 219.84564714506269]"
non_simulation_time_history,"[2393.4405229310505, 2066.412684384268, 2282.4621106153354, 83.93506767647341, 83.7309081684798, 82.90277722850442, 2000.9182900213636, 82.14720396697521, 82.41279671760276, 80.78624524269253]"
total_time_history,"[2568.430984784849, 2234.6685090917163, 2483.44892783463, 302.93027858482674, 302.7918339879252, 303.49088188586757, 2221.8958223490044, 302.13510160986334, 301.5475917113945, 300.6318923877552]"
mean_simulation_time,208.28232172750867
mean_non_simulation_time,923.9148606952746
mean_total_time,1132.1971824227833
